Origin IATA,Destination IATA,OCity,DCity,Fclass Seats,Bclass Seats,Eclass Seats,Total Seats
OMA,DEN,Omaha,Denver,0,0,0,0
KIX,CAN,Osaka,Guangzhou,0,0,0,0
BSL,CDG,Mulhouse,Paris,0,0,0,0
BIS,FAR,Bismarck,Fargo,0,0,0,0
ONT,BOS,Ontario,Boston,0,0,0,0
PDX,LMT,Portland,Klamath Falls,0,0,0,0
BIS,FAR,Bismarck,Fargo,0,0,0,0
IYK,ONT,Inyokern,Ontario,0,0,0,0
YYC,YXE,Calgary,Saskatoon,0,0,0,0
MEM,ANC,Memphis,Anchorage,0,0,0,0
SMX,ONT,Santa Maria,Ontario,0,0,0,0
SEA,BLI,Seattle,Bellingham,0,0,0,0
ANC,NRT,Anchorage,Tokyo,0,0,0,0
BIS,FAR,Bismarck,Fargo,0,0,0,0
DTW,EWR,Detroit,Newark,0,0,0,0
GUM,PVG,Hagåtña,Shanghai,0,0,0,0
MKE,IND,Milwaukee,Indianapolis,0,0,0,0
GEG,MEM,Spokane,Memphis,0,0,0,0
MEM,ARA,Memphis,New Iberia,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
BSL,CDG,Mulhouse,Paris,0,0,0,0
SEA,CLM,Seattle,Port Angeles,0,0,0,0
SJU,SKB,San Juan,Basseterre,0,0,0,0
DTW,LCK,Detroit,Columbus,0,0,0,0
YYC,YXE,Calgary,Saskatoon,0,0,0,0
SJU,PTP,San Juan,Pointe-à-Pitre,0,0,0,0
GEG,EAT,Spokane,Wenatchee,0,0,0,0
ACK,PVD,Nantucket,Providence,0,0,0,0
SEA,ESD,Seattle,Eastsound,0,0,0,0
HDN,CPR,Hayden,Casper,0,0,0,0
YCD,YVR,Nanaimo,Vancouver,0,0,0,0
SEA,ESD,Seattle,Eastsound,0,0,0,0
BQN,POS,Aguadilla,Port of Spain,0,0,0,0
FAR,MOT,Fargo,Minot,0,0,0,0
TWF,SLC,Twin Falls,Salt Lake City,0,0,0,0
IYK,ONT,Inyokern,Ontario,0,0,0,0
LBB,MEM,Lubbock,Memphis,0,0,0,0
SMF,CEC,Sacramento,Crescent City,0,0,0,0
SJU,SKB,San Juan,Basseterre,0,0,0,0
BFL,ONT,Bakersfield,Ontario,0,0,0,0
YYC,YQR,Calgary,Regina,0,0,0,0
CRK,CAN,Angeles City,Guangzhou,0,0,0,0
SMF,ACV,Sacramento,Arcata/Eureka,0,0,0,0
PHX,YUM,Phoenix,Yuma,0,0,0,0
CGN,CDG,Cologne,Paris,0,0,0,0
SEA,CLM,Seattle,Port Angeles,0,0,0,0
FAR,BIS,Fargo,Bismarck,0,0,0,0
PDX,RDM,Portland,Redmond,0,0,0,0
SEA,FRD,Seattle,Friday Harbor,0,0,0,0
LGG,BRU,Liege,Brussels,0,0,0,0
PHX,FLG,Phoenix,Flagstaff,0,0,0,0
DXB,DUR,Dubai,Durban,0,0,0,0
PDX,RDM,Portland,Redmond,0,0,0,0
SEA,BLI,Seattle,Bellingham,0,0,0,0
BDL,EWR,Hartford,Newark,0,0,0,0
CRK,CAN,Angeles City,Guangzhou,0,0,0,0
BFL,ONT,Bakersfield,Ontario,0,0,0,0
FAR,BJI,Fargo,Bemidji,0,0,0,0
YYC,YXE,Calgary,Saskatoon,0,0,0,0
MIA,SJU,Miami,San Juan,0,0,0,0
LCK,MEM,Columbus,Memphis,0,0,0,0
PVD,ACK,Providence,Nantucket,0,0,0,0
YCD,YVR,Nanaimo,Vancouver,0,0,0,0
YYC,YXE,Calgary,Saskatoon,0,0,0,0
CRK,CAN,Angeles City,Guangzhou,0,0,0,0
KIX,CAN,Osaka,Guangzhou,0,0,0,0
RDU,IND,Raleigh/Durham,Indianapolis,0,0,0,0
RDU,IND,Raleigh/Durham,Indianapolis,0,0,0,0
PDX,ONP,Portland,Newport,0,0,0,0
BQN,POS,Aguadilla,Port of Spain,0,0,0,0
YYC,YQR,Calgary,Regina,0,0,0,0
CDG,LYS,Paris,Lyon,0,0,0,0
SDQ,MEM,Santo Domingo,Memphis,0,0,0,0
SAT,MEM,San Antonio,Memphis,0,0,0,0
YCD,YVR,Nanaimo,Vancouver,0,0,0,0
TWF,SLC,Twin Falls,Salt Lake City,0,0,0,0
YYC,YQR,Calgary,Regina,0,0,0,0
ICN,CAN,Seoul,Guangzhou,0,0,0,0
TWF,SLC,Twin Falls,Salt Lake City,0,0,0,0
PDX,RBG,Portland,Roseburg,0,0,0,0
YCD,YVR,Nanaimo,Vancouver,0,0,0,0
IND,CLE,Indianapolis,Cleveland,0,0,0,0
IPL,SAN,Imperial,San Diego,0,0,0,0
GDL,MEM,Guadalajara,Memphis,0,0,0,0
PDX,OTH,Portland,North Bend,0,0,0,0
KIX,PVG,Osaka,Shanghai,0,0,0,0
PVD,ACK,Providence,Nantucket,0,0,0,0
PDX,RBG,Portland,Roseburg,0,0,0,0
YYZ,YYC,Toronto,Calgary,0,0,0,0
PDX,RDM,Portland,Redmond,0,0,0,0
CRK,CAN,Angeles City,Guangzhou,0,0,0,0
BQN,POS,Aguadilla,Port of Spain,0,0,0,0
CGN,MEM,Cologne,Memphis,0,0,0,0
GEG,YKM,Spokane,Yakima,0,0,0,0
SEA,BLI,Seattle,Bellingham,0,0,0,0
YYZ,YAM,Toronto,Sault Ste Marie,0,0,0,0
YYC,YQR,Calgary,Regina,0,0,0,0
CGN,CDG,Cologne,Paris,0,0,0,0
PDX,LMT,Portland,Klamath Falls,0,0,0,0
SEA,CLM,Seattle,Port Angeles,0,0,0,0
CDG,SNN,Paris,Shannon,0,0,0,0
MXP,CDG,Milan,Paris,0,0,0,0
DUB,STN,Dublin,London,0,0,0,0
PVD,ACK,Providence,Nantucket,0,0,0,0
MCI,MEM,Kansas City,Memphis,0,0,0,0
SIN,KIX,Singapore,Osaka,0,0,0,0
IYK,ONT,Inyokern,Ontario,0,0,0,0
KIX,CAN,Osaka,Guangzhou,0,0,0,0
PDX,ONP,Portland,Newport,0,0,0,0
CRK,CAN,Angeles City,Guangzhou,0,0,0,0
PDX,LMT,Portland,Klamath Falls,0,0,0,0
YYZ,YYC,Toronto,Calgary,0,0,0,0
QRO,MEM,Querétaro,Memphis,0,0,0,0
SUN,SLC,Hailey,Salt Lake City,0,0,0,0
BQN,POS,Aguadilla,Port of Spain,0,0,0,0
SJU,PTP,San Juan,Pointe-à-Pitre,0,0,0,0
SJU,ANU,San Juan,St. George,0,0,0,0
YYZ,YYC,Toronto,Calgary,0,0,0,0
AFW,EWR,Fort Worth,Newark,0,0,0,0
SJU,SKB,San Juan,Basseterre,0,0,0,0
IYK,ONT,Inyokern,Ontario,0,0,0,0
YCD,YVR,Nanaimo,Vancouver,0,0,0,0
YYC,YQR,Calgary,Regina,0,0,0,0
BDL,EWR,Hartford,Newark,0,0,0,0
JFK,ABE,New York,Allentown,0,0,0,0
CDG,STR,Paris,Stuttgart,0,0,0,0
PDX,MFR,Portland,Medford,0,0,0,0
PDX,MEM,Portland,Memphis,0,0,0,0
IMT,PLN,Iron Mountain Kingsford,Pellston,0,0,0,0
OKC,MEM,Oklahoma City,Memphis,0,0,0,0
ICN,CAN,Seoul,Guangzhou,0,0,0,0
BOS,GSO,Boston,Greensboro,0,0,0,0
SJU,STX,San Juan,Christiansted,0,0,0,0
PDX,RDM,Portland,Redmond,0,0,0,0
PDX,ONP,Portland,Newport,0,0,0,0
ICN,CAN,Seoul,Guangzhou,0,0,0,0
BOS,GSO,Boston,Greensboro,0,0,0,0
CDG,LGG,Paris,Liege,0,0,0,0
PVD,MVY,Providence,Martha's Vineyard,0,0,0,0
BFL,FAT,Bakersfield,Fresno,0,0,0,0
JFK,ABE,New York,Allentown,0,0,0,0
SBP,SMX,San Luis Obispo,Santa Maria,0,0,0,0
GEG,LGD,Spokane,La Grande,0,0,0,0
YYZ,YVR,Toronto,Vancouver,0,0,0,0
HEL,KUN,Helsinki,Kaunas,0,0,0,0
BNA,MEM,Nashville,Memphis,0,0,0,0
FLL,GSO,Fort Lauderdale,Greensboro,0,0,0,0
PDX,LMT,Portland,Klamath Falls,0,0,0,0
YCD,YVR,Nanaimo,Vancouver,0,0,0,0
RDD,SMF,Redding,Sacramento,0,0,0,0
ESD,MVW,Eastsound,Burlington/Mount Vernon,0,0,0,0
VIS,OAK,Visalia,Oakland,0,0,0,0
TLV,CGN,Tel Aviv,Cologne,0,0,0,0
BSL,CDG,Mulhouse,Paris,0,0,0,0
LAX,MEM,Los Angeles,Memphis,0,0,0,0
BFL,ONT,Bakersfield,Ontario,0,0,0,0
SJU,SKB,San Juan,Basseterre,0,0,0,0
YVR,YYJ,Vancouver,Victoria,0,0,0,0
YVR,MEM,Vancouver,Memphis,0,0,0,0
STN,CDG,London,Paris,0,0,0,0
KIX,IND,Osaka,Indianapolis,0,0,0,0
IND,ANC,Indianapolis,Anchorage,0,0,0,0
TLV,VIE,Tel Aviv,Vienna,0,0,0,0
YCD,YVR,Nanaimo,Vancouver,0,0,0,0
CAN,CGK,Guangzhou,Jakarta,0,0,0,0
RDM,PDX,Redmond,Portland,0,0,0,0
YVR,YYJ,Vancouver,Victoria,0,0,0,0
HAN,CAN,Hanoi,Guangzhou,0,0,0,0
ICN,CAN,Seoul,Guangzhou,0,0,0,0
YYZ,YVR,Toronto,Vancouver,0,0,0,0
RDU,IND,Raleigh/Durham,Indianapolis,0,0,0,0
DFW,GSO,Dallas-Fort Worth,Greensboro,0,0,0,0
ICN,CAN,Seoul,Guangzhou,0,0,0,0
YVR,YYJ,Vancouver,Victoria,0,0,0,0
HAN,CAN,Hanoi,Guangzhou,0,0,0,0
VIS,BFL,Visalia,Bakersfield,0,0,0,0
VIS,OAK,Visalia,Oakland,0,0,0,0
DFW,GSO,Dallas-Fort Worth,Greensboro,0,0,0,0
BNA,MEM,Nashville,Memphis,0,0,0,0
CRK,CAN,Angeles City,Guangzhou,0,0,0,0
CGN,CDG,Cologne,Paris,0,0,0,0
SJU,PTP,San Juan,Pointe-à-Pitre,0,0,0,0
PIH,SLC,Pocatello,Salt Lake City,0,0,0,0
YYZ,YVR,Toronto,Vancouver,0,0,0,0
HAN,CAN,Hanoi,Guangzhou,0,0,0,0
TPE,ANC,Taipei,Anchorage,0,0,0,0
HAN,CAN,Hanoi,Guangzhou,0,0,0,0
BDL,EWR,Hartford,Newark,0,0,0,0
TLV,VIE,Tel Aviv,Vienna,0,0,0,0
TLV,VIE,Tel Aviv,Vienna,0,0,0,0
YVR,YYJ,Vancouver,Victoria,0,0,0,0
PDX,MFR,Portland,Medford,0,0,0,0
FLL,GSO,Fort Lauderdale,Greensboro,0,0,0,0
TPE,ANC,Taipei,Anchorage,0,0,0,0
DFW,GSO,Dallas-Fort Worth,Greensboro,0,0,0,0
NSY,BAH,,Manama,0,0,0,0
CDG,DXB,Paris,Dubai,0,0,0,0
RDM,PDX,Redmond,Portland,0,0,0,0
TPE,KIX,Taipei,Osaka,0,0,0,0
FRA,MEM,Frankfurt,Memphis,0,0,0,0
CDG,OSL,Paris,Oslo,0,0,0,0
KIX,HKG,Osaka,Hong Kong,0,0,0,0
FLG,FMN,Flagstaff,Farmington,0,0,0,0
DXB,CGN,Dubai,Cologne,0,0,0,0
ESD,FRD,Eastsound,Friday Harbor,0,0,0,0
MDE,MIA,Rionegro,Miami,0,0,0,0
TPE,LAX,Taipei,Los Angeles,0,0,0,0
LGG,CDG,Liege,Paris,0,0,0,0
SJU,SKB,San Juan,Basseterre,0,0,0,0
BOS,MEM,Boston,Memphis,0,0,0,0
TLV,VIE,Tel Aviv,Vienna,0,0,0,0
SOF,VCE,Sofia,Venezia,0,0,0,0
ESD,MVW,Eastsound,Burlington/Mount Vernon,0,0,0,0
DXB,CAN,Dubai,Guangzhou,0,0,0,0
PDX,RDM,Portland,Redmond,0,0,0,0
MHT,PWM,Manchester,Portland,0,0,0,0
KIX,HKG,Osaka,Hong Kong,0,0,0,0
SJU,ANU,San Juan,St. George,0,0,0,0
HNL,JHM,Honolulu,Lahaina,0,0,0,0
FAT,BFL,Fresno,Bakersfield,0,0,0,0
MXP,CDG,Milan,Paris,0,0,0,0
PHX,LAX,Phoenix,Los Angeles,0,0,0,0
YVR,YCD,Vancouver,Nanaimo,0,0,0,0
SJU,ANU,San Juan,St. George,0,0,0,0
PDX,RBG,Portland,Roseburg,0,0,0,0
SOF,VCE,Sofia,Venezia,0,0,0,0
HNL,JHM,Honolulu,Lahaina,0,0,0,0
OAK,LAX,Oakland,Los Angeles,0,0,0,0
BAH,NSY,Manama,,0,0,0,0
MTY,MEM,Monterrey,Memphis,0,0,0,0
RDU,IND,Raleigh/Durham,Indianapolis,0,0,0,0
LGG,CDG,Liege,Paris,0,0,0,0
LGG,CDG,Liege,Paris,0,0,0,0
SOF,VCE,Sofia,Venezia,0,0,0,0
CGN,CDG,Cologne,Paris,0,0,0,0
HNL,JHM,Honolulu,Lahaina,0,0,0,0
SOF,VCE,Sofia,Venezia,0,0,0,0
BJI,FAR,Bemidji,Fargo,0,0,0,0
ONT,SBA,Ontario,Santa Barbara,0,0,0,0
KIX,HKG,Osaka,Hong Kong,0,0,0,0
BLI,EAT,Bellingham,Wenatchee,0,0,0,0
BLI,MVW,Bellingham,Burlington/Mount Vernon,0,0,0,0
YVR,YCD,Vancouver,Nanaimo,0,0,0,0
SBP,ONT,San Luis Obispo,Ontario,0,0,0,0
PVG,KIX,Shanghai,Osaka,0,0,0,0
ARN,BLL,Stockholm,Billund,0,0,0,0
FLL,GSO,Fort Lauderdale,Greensboro,0,0,0,0
TPE,ANC,Taipei,Anchorage,0,0,0,0
SBP,ONT,San Luis Obispo,Ontario,0,0,0,0
HNL,LIH,Honolulu,Lihue,0,0,0,0
PVD,ACK,Providence,Nantucket,0,0,0,0
YVR,YYJ,Vancouver,Victoria,0,0,0,0
PDX,ONP,Portland,Newport,0,0,0,0
YVR,YCD,Vancouver,Nanaimo,0,0,0,0
HNL,LIH,Honolulu,Lihue,0,0,0,0
TWF,SLC,Twin Falls,Salt Lake City,0,0,0,0
BQN,POS,Aguadilla,Port of Spain,0,0,0,0
KIX,HKG,Osaka,Hong Kong,0,0,0,0
MFR,PDX,Medford,Portland,0,0,0,0
KIX,HKG,Osaka,Hong Kong,0,0,0,0
FLL,SVH,Fort Lauderdale,Statesville,0,0,0,0
KIX,IND,Osaka,Indianapolis,0,0,0,0
KIX,IND,Osaka,Indianapolis,0,0,0,0
ONT,BFL,Ontario,Bakersfield,0,0,0,0
LGG,CDG,Liege,Paris,0,0,0,0
KIX,MEM,Osaka,Memphis,0,0,0,0
TWF,SLC,Twin Falls,Salt Lake City,0,0,0,0
UIO,MIA,Quito,Miami,0,0,0,0
KIX,MEM,Osaka,Memphis,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
CDG,HEL,Paris,Helsinki,0,0,0,0
KIX,IND,Osaka,Indianapolis,0,0,0,0
PVG,KIX,Shanghai,Osaka,0,0,0,0
KIX,MEM,Osaka,Memphis,0,0,0,0
KIX,MEM,Osaka,Memphis,0,0,0,0
YVR,YCD,Vancouver,Nanaimo,0,0,0,0
MLA,LYS,Luqa,Lyon,0,0,0,0
YVR,YYJ,Vancouver,Victoria,0,0,0,0
ORB,LGG,Örebro,Liege,0,0,0,0
CDG,ATH,Paris,Athens,0,0,0,0
HNL,LNY,Honolulu,Lanai City,0,0,0,0
SOF,OTP,Sofia,Bucharest,0,0,0,0
ANC,FAI,Anchorage,Fairbanks,0,0,0,0
CAN,ANC,Guangzhou,Anchorage,0,0,0,0
TLL,ARN,Tallinn,Stockholm,0,0,0,0
MLA,LYS,Luqa,Lyon,0,0,0,0
ORB,BRU,Örebro,Brussels,0,0,0,0
ORB,BRU,Örebro,Brussels,0,0,0,0
SJU,PTP,San Juan,Pointe-à-Pitre,0,0,0,0
KIX,IND,Osaka,Indianapolis,0,0,0,0
KIX,MEM,Osaka,Memphis,0,0,0,0
HNL,JHM,Honolulu,Lahaina,0,0,0,0
SJU,PTP,San Juan,Pointe-à-Pitre,0,0,0,0
TLL,ARN,Tallinn,Stockholm,0,0,0,0
OMA,MEM,Omaha,Memphis,0,0,0,0
PVG,KIX,Shanghai,Osaka,0,0,0,0
CDG,ATH,Paris,Athens,0,0,0,0
YVR,YCD,Vancouver,Nanaimo,0,0,0,0
FLG,PHX,Flagstaff,Phoenix,0,0,0,0
HNL,JHM,Honolulu,Lahaina,0,0,0,0
MLA,LYS,Luqa,Lyon,0,0,0,0
TLL,ARN,Tallinn,Stockholm,0,0,0,0
CRK,CAN,Angeles City,Guangzhou,0,0,0,0
PDX,YKM,Portland,Yakima,0,0,0,0
DXB,CAN,Dubai,Guangzhou,0,0,0,0
CGN,MEM,Cologne,Memphis,0,0,0,0
BIS,DIK,Bismarck,Dickinson,0,0,0,0
YVR,YYJ,Vancouver,Victoria,0,0,0,0
SLC,MEM,Salt Lake City,Memphis,0,0,0,0
CAN,SIN,Guangzhou,Singapore,0,0,0,0
YYJ,YVR,Victoria,Vancouver,0,0,0,0
HNL,JHM,Honolulu,Lahaina,0,0,0,0
STN,CDG,London,Paris,0,0,0,0
ARA,MEM,New Iberia,Memphis,0,0,0,0
HII,PHX,Lake Havasu City,Phoenix,0,0,0,0
IND,ANC,Indianapolis,Anchorage,0,0,0,0
KIX,MEM,Osaka,Memphis,0,0,0,0
HNL,MKK,Honolulu,Kaunakakai,0,0,0,0
YVR,YYZ,Vancouver,Toronto,0,0,0,0
SOF,OTP,Sofia,Bucharest,0,0,0,0
SOF,OTP,Sofia,Bucharest,0,0,0,0
ANC,FAI,Anchorage,Fairbanks,0,0,0,0
HNL,JHM,Honolulu,Lahaina,0,0,0,0
YUM,PHX,Yuma,Phoenix,0,0,0,0
MOT,XWA,Minot,Williston,0,0,0,0
HNL,MKK,Honolulu,Kaunakakai,0,0,0,0
ORB,BRU,Örebro,Brussels,0,0,0,0
SOF,OTP,Sofia,Bucharest,0,0,0,0
ATH,TLS,Athens,Toulouse,0,0,0,0
SOF,OTP,Sofia,Bucharest,0,0,0,0
CAN,BKK,Guangzhou,Bangkok,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
CAN,KUL,Guangzhou,Kuala Lumpur,0,0,0,0
HNL,MKK,Honolulu,Kaunakakai,0,0,0,0
EWR,SCE,Newark,State College,0,0,0,0
YVR,YYJ,Vancouver,Victoria,0,0,0,0
YVR,YYZ,Vancouver,Toronto,0,0,0,0
CDG,BHX,Paris,Birmingham,0,0,0,0
SJU,ANU,San Juan,St. George,0,0,0,0
YVR,YYZ,Vancouver,Toronto,0,0,0,0
ATH,FCO,Athens,Rome,0,0,0,0
DUB,STN,Dublin,London,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
VIS,OAK,Visalia,Oakland,0,0,0,0
SJU,SKB,San Juan,Basseterre,0,0,0,0
YVR,YYZ,Vancouver,Toronto,0,0,0,0
HNL,MKK,Honolulu,Kaunakakai,0,0,0,0
EWR,PDX,Newark,Portland,0,0,0,0
CAN,CRK,Guangzhou,Angeles City,0,0,0,0
LYS,CDG,Lyon,Paris,0,0,0,0
ATH,FCO,Athens,Rome,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
STN,CDG,London,Paris,0,0,0,0
PQI,BGR,Presque Isle,Bangor,0,0,0,0
PLN,IND,Pellston,Indianapolis,0,0,0,0
ATH,FCO,Athens,Rome,0,0,0,0
STN,FRA,London,Frankfurt,0,0,0,0
ANC,KIX,Anchorage,Osaka,0,0,0,0
EWR,PDX,Newark,Portland,0,0,0,0
XJD,KWI,Ar Rayyan,Kuwait City,0,0,0,0
HNL,MKK,Honolulu,Kaunakakai,0,0,0,0
CAN,SIN,Guangzhou,Singapore,0,0,0,0
KIX,MEM,Osaka,Memphis,0,0,0,0
DUB,STN,Dublin,London,0,0,0,0
CAN,NRT,Guangzhou,Tokyo,0,0,0,0
LIH,HNL,Lihue,Honolulu,0,0,0,0
OSL,HAJ,Oslo,Hannover,0,0,0,0
MEM,CDG,Memphis,Paris,0,0,0,0
ORB,GOT,Örebro,Gothenburg,0,0,0,0
ANC,FAI,Anchorage,Fairbanks,0,0,0,0
SKB,SJU,Basseterre,San Juan,0,0,0,0
DUB,STN,Dublin,London,0,0,0,0
OTH,EUG,North Bend,Eugene,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
ATH,FCO,Athens,Rome,0,0,0,0
EWR,PDX,Newark,Portland,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
JHM,HNL,Lahaina,Honolulu,0,0,0,0
OSL,CPH,Oslo,Copenhagen,0,0,0,0
SLU,SVH,Castries,Argyle,0,0,0,0
LIH,HNL,Lihue,Honolulu,0,0,0,0
KUN,CPH,Kaunas,Copenhagen,0,0,0,0
JHM,HNL,Lahaina,Honolulu,0,0,0,0
KIX,PVG,Osaka,Shanghai,0,0,0,0
CDG,OPO,Paris,Porto,0,0,0,0
OSL,HAJ,Oslo,Hannover,0,0,0,0
KUN,CPH,Kaunas,Copenhagen,0,0,0,0
KUN,CPH,Kaunas,Copenhagen,0,0,0,0
RBG,PDX,Roseburg,Portland,0,0,0,0
ORB,GOT,Örebro,Gothenburg,0,0,0,0
SJU,BOG,San Juan,Bogota,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
MEM,KIX,Memphis,Osaka,0,0,0,0
KUN,CPH,Kaunas,Copenhagen,0,0,0,0
YYJ,YVR,Victoria,Vancouver,0,0,0,0
MXP,MEM,Milan,Memphis,0,0,0,0
SBA,ONT,Santa Barbara,Ontario,0,0,0,0
KIX,MEM,Osaka,Memphis,0,0,0,0
ANC,HOM,Anchorage,Homer,0,0,0,0
ANC,HOM,Anchorage,Homer,0,0,0,0
JHM,HNL,Lahaina,Honolulu,0,0,0,0
EDI,NCL,Edinburgh,Newcastle,0,0,0,0
DUB,STN,Dublin,London,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
ENA,ANC,Kenai,Anchorage,0,0,0,0
EAT,SEA,Wenatchee,Seattle,0,0,0,0
SJU,BOG,San Juan,Bogota,0,0,0,0
CDG,DUB,Paris,Dublin,0,0,0,0
MXP,MEM,Milan,Memphis,0,0,0,0
ANC,FAI,Anchorage,Fairbanks,0,0,0,0
LNY,HNL,Lanai City,Honolulu,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
ANC,FAI,Anchorage,Fairbanks,0,0,0,0
HKG,KIX,Hong Kong,Osaka,0,0,0,0
TWF,SLC,Twin Falls,Salt Lake City,0,0,0,0
ANC,ICN,Anchorage,Seoul,0,0,0,0
MKK,HNL,Kaunakakai,Honolulu,0,0,0,0
KIX,PVG,Osaka,Shanghai,0,0,0,0
KIX,PVG,Osaka,Shanghai,0,0,0,0
GDN,PRG,Gdansk,Prague,0,0,0,0
TSR,NUE,Timisoara,Nuremberg,0,0,0,0
MXP,MEM,Milan,Memphis,0,0,0,0
GDN,PRG,Gdansk,Prague,0,0,0,0
SJU,BOG,San Juan,Bogota,0,0,0,0
MLA,MXP,Luqa,Milan,0,0,0,0
GDN,PRG,Gdansk,Prague,0,0,0,0
MEM,NGU,Memphis,Norfolk,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
CAN,KIX,Guangzhou,Osaka,0,0,0,0
GDN,PRG,Gdansk,Prague,0,0,0,0
SLU,SVH,Castries,Argyle,0,0,0,0
LGG,BSL,Liege,Mulhouse,0,0,0,0
BUD,CDG,Budapest,Paris,0,0,0,0
TSR,MUC,Timisoara,Munich,0,0,0,0
CDG,MXP,Paris,Milan,0,0,0,0
ENA,ANC,Kenai,Anchorage,0,0,0,0
GDN,PRG,Gdansk,Prague,0,0,0,0
CDG,STN,Paris,London,0,0,0,0
ANC,KIX,Anchorage,Osaka,0,0,0,0
ANC,NRT,Anchorage,Tokyo,0,0,0,0
DIK,FAR,Dickinson,Fargo,0,0,0,0
YKM,FCA,Yakima,Kalispell,0,0,0,0
ANC,HOM,Anchorage,Homer,0,0,0,0
IMT,FSD,Iron Mountain Kingsford,Sioux Falls,0,0,0,0
BOK,CEC,Brooking,Crescent City,0,0,0,0
CDG,NUE,Paris,Nuremberg,0,0,0,0
CAN,CRK,Guangzhou,Angeles City,0,0,0,0
LNY,HNL,Lanai City,Honolulu,0,0,0,0
YYJ,YVR,Victoria,Vancouver,0,0,0,0
OSL,ORB,Oslo,Örebro,0,0,0,0
FMN,FLG,Farmington,Flagstaff,0,0,0,0
KIX,PVG,Osaka,Shanghai,0,0,0,0
NCE,MRS,Nice,Marseille,0,0,0,0
KIX,PVG,Osaka,Shanghai,0,0,0,0
MKK,HNL,Kaunakakai,Honolulu,0,0,0,0
TSR,MUC,Timisoara,Munich,0,0,0,0
CDG,BSL,Paris,Mulhouse,0,0,0,0
ORB,GOT,Örebro,Gothenburg,0,0,0,0
NCE,MRS,Nice,Marseille,0,0,0,0
TSR,MUC,Timisoara,Munich,0,0,0,0
SJU,BOG,San Juan,Bogota,0,0,0,0
MEM,KIX,Memphis,Osaka,0,0,0,0
NCE,MRS,Nice,Marseille,0,0,0,0
SEA,OAK,Seattle,Oakland,0,0,0,0
YSB,YTS,Sudbury,Timmins,0,0,0,0
NCE,MRS,Nice,Marseille,0,0,0,0
ANC,TPE,Anchorage,Taipei,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
LIS,CDG,Lisbon,Paris,0,0,0,0
CDG,BSL,Paris,Mulhouse,0,0,0,0
VLC,BCN,Valencia,Barcelona,0,0,0,0
KIX,MEM,Osaka,Memphis,0,0,0,0
MXP,MEM,Milan,Memphis,0,0,0,0
CGN,IND,Cologne,Indianapolis,0,0,0,0
CDG,MEM,Paris,Memphis,0,0,0,0
YSB,YYZ,Sudbury,Toronto,0,0,0,0
MEM,PHX,Memphis,Phoenix,0,0,0,0
MKK,HNL,Kaunakakai,Honolulu,0,0,0,0
CDG,MXP,Paris,Milan,0,0,0,0
MEM,OAK,Memphis,Oakland,0,0,0,0
CAN,KIX,Guangzhou,Osaka,0,0,0,0
MKK,HNL,Kaunakakai,Honolulu,0,0,0,0
BUD,CDG,Budapest,Paris,0,0,0,0
LIS,MAD,Lisbon,Madrid,0,0,0,0
VLC,BCN,Valencia,Barcelona,0,0,0,0
LIS,CDG,Lisbon,Paris,0,0,0,0
MEM,OAK,Memphis,Oakland,0,0,0,0
MEM,KIX,Memphis,Osaka,0,0,0,0
VLC,BCN,Valencia,Barcelona,0,0,0,0
EWR,LAX,Newark,Los Angeles,0,0,0,0
XWA,BIS,Williston,Bismarck,0,0,0,0
YSB,YYZ,Sudbury,Toronto,0,0,0,0
MEM,PDX,Memphis,Portland,0,0,0,0
SEA,BLI,Seattle,Bellingham,0,0,0,0
CDG,MEM,Paris,Memphis,0,0,0,0
MEM,KIX,Memphis,Osaka,0,0,0,0
LNY,HNL,Lanai City,Honolulu,0,0,0,0
LIS,CDG,Lisbon,Paris,0,0,0,0
NCL,EDI,Newcastle,Edinburgh,0,0,0,0
CDG,STN,Paris,London,0,0,0,0
CAN,KIX,Guangzhou,Osaka,0,0,0,0
MKK,HNL,Kaunakakai,Honolulu,0,0,0,0
VLC,BCN,Valencia,Barcelona,0,0,0,0
VCP,MEM,Sao Paulo,Memphis,0,0,0,0
MEM,PHX,Memphis,Phoenix,0,0,0,0
FAT,OAK,Fresno,Oakland,0,0,0,0
ANC,HOM,Anchorage,Homer,0,0,0,0
CDG,MEM,Paris,Memphis,0,0,0,0
CDG,STN,Paris,London,0,0,0,0
CAN,NRT,Guangzhou,Tokyo,0,0,0,0
VLC,BCN,Valencia,Barcelona,0,0,0,0
ANC,ENA,Anchorage,Kenai,0,0,0,0
CDG,BSL,Paris,Mulhouse,0,0,0,0
